date,ticker,sentiment_score
2020-05-31,NVDA,-0.12
2020-06-01,NVDA,-0.25
2020-06-02,NVDA,-0.37
2020-06-03,NVDA,-0.38
2020-06-04,NVDA,-0.31
2020-06-05,NVDA,-0.2
2020-06-06,NVDA,-0.14
2020-06-07,NVDA,0.0
2020-06-08,NVDA,0.0
2020-06-09,NVDA,-0.14
2020-06-10,NVDA,-0.28
2020-06-11,NVDA,-0.36
2020-06-12,NVDA,-0.38
2020-06-13,NVDA,-0.39
2020-06-14,NVDA,0.0
2020-06-15,NVDA,-0.05
2020-06-16,NVDA,0.0
2020-06-17,NVDA,-0.12
2020-06-18,NVDA,0.01
2020-06-19,NVDA,0.01
2020-06-20,NVDA,-0.02
2020-06-21,NVDA,-0.09
2020-06-22,NVDA,-0.04
2020-06-23,NVDA,0.09
2020-06-24,NVDA,0.08
2020-06-25,NVDA,0.11
2020-06-26,NVDA,0.19
2020-06-27,NVDA,0.08
2020-06-28,NVDA,-0.02
2020-06-29,NVDA,0.02
2020-06-30,NVDA,-0.07
2020-07-01,NVDA,0.0
2020-07-02,NVDA,0.0
2020-07-03,NVDA,0.12
2020-07-04,NVDA,0.18
2020-07-05,NVDA,0.24
2020-07-06,NVDA,0.19
2020-07-07,NVDA,0.21
2020-07-08,NVDA,0.15
2020-07-09,NVDA,0.05
2020-07-10,NVDA,0.04
2020-07-11,NVDA,0.05
2020-07-12,NVDA,0.1
2020-07-13,NVDA,0.11
2020-07-14,NVDA,0.14
2020-07-15,NVDA,0.03
2020-07-16,NVDA,-0.09
2020-07-17,NVDA,-0.23
2020-07-18,NVDA,-0.11
2020-07-19,NVDA,-0.05
2020-07-20,NVDA,0.0
2020-07-21,NVDA,0.11
2020-07-22,NVDA,0.16
2020-07-23,NVDA,0.2
2020-07-24,NVDA,0.15
2020-07-25,NVDA,0.19
2020-07-26,NVDA,0.32
2020-07-27,NVDA,0.3
2020-07-28,NVDA,0.38
2020-07-29,NVDA,0.0
2020-07-30,NVDA,0.07
2020-07-31,NVDA,0.21
2020-08-01,NVDA,0.33
2020-08-02,NVDA,0.3
2020-08-03,NVDA,0.21
2020-08-04,NVDA,0.06
2020-08-05,NVDA,-0.02
2020-08-06,NVDA,0.0
2020-08-07,NVDA,-0.04
2020-08-08,NVDA,-0.06
2020-08-09,NVDA,-0.13
2020-08-10,NVDA,-0.16
2020-08-11,NVDA,-0.04
2020-08-12,NVDA,0.0
2020-08-13,NVDA,-0.02
2020-08-14,NVDA,-0.11
2020-08-15,NVDA,-0.17
2020-08-16,NVDA,-0.31
2020-08-17,NVDA,-0.42
2020-08-18,NVDA,0.0
2020-08-19,NVDA,0.07
2020-08-20,NVDA,0.0
2020-08-21,NVDA,0.04
2020-08-22,NVDA,0.15
2020-08-23,NVDA,0.18
2020-08-24,NVDA,0.21
2020-08-25,NVDA,0.0
2020-08-26,NVDA,-0.06
2020-08-27,NVDA,-0.02
2020-08-28,NVDA,0.05
2020-08-29,NVDA,-0.08
2020-08-30,NVDA,-0.04
2020-08-31,NVDA,-0.02
2020-09-01,NVDA,-0.15
2020-09-02,NVDA,-0.16
2020-09-03,NVDA,-0.24
2020-09-04,NVDA,-0.27
2020-09-05,NVDA,-0.21
2020-09-06,NVDA,-0.3
2020-09-07,NVDA,-0.26
2020-09-08,NVDA,-0.24
2020-09-09,NVDA,-0.26
2020-09-10,NVDA,-0.17
2020-09-11,NVDA,-0.06
2020-09-12,NVDA,0.0
2020-09-13,NVDA,-0.06
2020-09-14,NVDA,-0.14
2020-09-15,NVDA,-0.11
2020-09-16,NVDA,-0.01
2020-09-17,NVDA,-0.1
2020-09-18,NVDA,0.04
2020-09-19,NVDA,0.1
2020-09-20,NVDA,-0.01
2020-09-21,NVDA,-0.09
2020-09-22,NVDA,0.01
2020-09-23,NVDA,-0.03
2020-09-24,NVDA,0.0
2020-09-25,NVDA,0.12
2020-09-26,NVDA,0.07
2020-09-27,NVDA,0.12
2020-09-28,NVDA,0.19
2020-09-29,NVDA,0.18
2020-09-30,NVDA,0.05
2020-10-01,NVDA,0.11
2020-10-02,NVDA,0.04
2020-10-03,NVDA,0.0
2020-10-04,NVDA,0.0
2020-10-05,NVDA,0.0
2020-10-06,NVDA,0.0
2020-10-07,NVDA,0.0
2020-10-08,NVDA,0.0
2020-10-09,NVDA,-0.06
2020-10-10,NVDA,0.08
2020-10-11,NVDA,0.17
2020-10-12,NVDA,0.2
2020-10-13,NVDA,0.0
2020-10-14,NVDA,-0.08
2020-10-15,NVDA,0.01
2020-10-16,NVDA,-0.08
2020-10-17,NVDA,-0.17
2020-10-18,NVDA,-0.12
2020-10-19,NVDA,-0.02
2020-10-20,NVDA,0.12
2020-10-21,NVDA,0.03
2020-10-22,NVDA,-0.11
2020-10-23,NVDA,0.02
2020-10-24,NVDA,0.07
2020-10-25,NVDA,0.03
2020-10-26,NVDA,0.16
2020-10-27,NVDA,0.22
2020-10-28,NVDA,0.12
2020-10-29,NVDA,0.12
2020-10-30,NVDA,0.13
2020-10-31,NVDA,0.07
2020-11-01,NVDA,0.11
2020-11-02,NVDA,0.11
2020-11-03,NVDA,-0.01
2020-11-04,NVDA,0.09
2020-11-05,NVDA,-0.05
2020-11-06,NVDA,-0.01
2020-11-07,NVDA,-0.02
2020-11-08,NVDA,0.03
2020-11-09,NVDA,0.02
2020-11-10,NVDA,-0.11
2020-11-11,NVDA,0.0
2020-11-12,NVDA,-0.14
2020-11-13,NVDA,-0.2
2020-11-14,NVDA,-0.1
2020-11-15,NVDA,-0.12
2020-11-16,NVDA,0.0
2020-11-17,NVDA,0.11
2020-11-18,NVDA,0.26
2020-11-19,NVDA,0.21
2020-11-20,NVDA,0.08
2020-11-21,NVDA,0.17
2020-11-22,NVDA,0.23
2020-11-23,NVDA,0.3
2020-11-24,NVDA,0.22
2020-11-25,NVDA,0.0
2020-11-26,NVDA,0.04
2020-11-27,NVDA,-0.1
2020-11-28,NVDA,-0.17
2020-11-29,NVDA,-0.31
2020-11-30,NVDA,-0.34
2020-12-01,NVDA,-0.47
2020-12-02,NVDA,-0.47
2020-12-03,NVDA,-0.62
2020-12-04,NVDA,-0.56
2020-12-05,NVDA,0.0
2020-12-06,NVDA,0.1
2020-12-07,NVDA,0.03
2020-12-08,NVDA,0.13
2020-12-09,NVDA,0.03
2020-12-10,NVDA,0.0
2020-12-11,NVDA,0.0
2020-12-12,NVDA,0.12
2020-12-13,NVDA,0.12
2020-12-14,NVDA,0.27
2020-12-15,NVDA,0.29
2020-12-16,NVDA,0.35
2020-12-17,NVDA,0.32
2020-12-18,NVDA,0.29
2020-12-19,NVDA,0.42
2020-12-20,NVDA,0.51
2020-12-21,NVDA,0.55
2020-12-22,NVDA,0.63
2020-12-23,NVDA,0.66
2020-12-24,NVDA,0.79
2020-12-25,NVDA,0.68
2020-12-26,NVDA,0.0
2020-12-27,NVDA,0.0
2020-12-28,NVDA,-0.01
2020-12-29,NVDA,-0.15
2020-12-30,NVDA,-0.27
2020-12-31,NVDA,-0.17
2021-01-01,NVDA,-0.09
2021-01-02,NVDA,-0.23
2021-01-03,NVDA,-0.09
2021-01-04,NVDA,-0.13
2021-01-05,NVDA,-0.12
2021-01-06,NVDA,0.01
2021-01-07,NVDA,0.12
2021-01-08,NVDA,0.0
2021-01-09,NVDA,-0.14
2021-01-10,NVDA,-0.29
2021-01-11,NVDA,-0.38
2021-01-12,NVDA,-0.44
2021-01-13,NVDA,-0.5
2021-01-14,NVDA,-0.46
2021-01-15,NVDA,-0.48
2021-01-16,NVDA,-0.39
2021-01-17,NVDA,-0.33
2021-01-18,NVDA,-0.3
2021-01-19,NVDA,-0.37
2021-01-20,NVDA,-0.51
2021-01-21,NVDA,-0.42
2021-01-22,NVDA,-0.36
2021-01-23,NVDA,-0.33
2021-01-24,NVDA,-0.31
2021-01-25,NVDA,-0.31
2021-01-26,NVDA,0.0
2021-01-27,NVDA,0.1
2021-01-28,NVDA,0.05
2021-01-29,NVDA,0.03
2021-01-30,NVDA,-0.03
2021-01-31,NVDA,0.02
2021-02-01,NVDA,-0.08
2021-02-02,NVDA,-0.12
2021-02-03,NVDA,-0.11
2021-02-04,NVDA,0.0
2021-02-05,NVDA,-0.02
2021-02-06,NVDA,0.0
2021-02-07,NVDA,-0.04
2021-02-08,NVDA,-0.14
2021-02-09,NVDA,-0.02
2021-02-10,NVDA,-0.07
2021-02-11,NVDA,0.04
2021-02-12,NVDA,-0.1
2021-02-13,NVDA,-0.11
2021-02-14,NVDA,-0.0
2021-02-15,NVDA,-0.13
2021-02-16,NVDA,-0.16
2021-02-17,NVDA,-0.02
2021-02-18,NVDA,-0.11
2021-02-19,NVDA,-0.13
2021-02-20,NVDA,-0.25
2021-02-21,NVDA,-0.35
2021-02-22,NVDA,-0.45
2021-02-23,NVDA,-0.39
2021-02-24,NVDA,-0.28
2021-02-25,NVDA,-0.32
2021-02-26,NVDA,-0.31
2021-02-27,NVDA,-0.42
2021-02-28,NVDA,-0.46
2021-03-01,NVDA,-0.6
2021-03-02,NVDA,0.0
2021-03-03,NVDA,-0.04
2021-03-04,NVDA,-0.15
2021-03-05,NVDA,-0.16
2021-03-06,NVDA,-0.26
2021-03-07,NVDA,-0.2
2021-03-08,NVDA,-0.18
2021-03-09,NVDA,-0.28
2021-03-10,NVDA,-0.33
2021-03-11,NVDA,-0.23
2021-03-12,NVDA,-0.18
2021-03-13,NVDA,0.0
2021-03-14,NVDA,-0.04
2021-03-15,NVDA,0.0
2021-03-16,NVDA,-0.08
2021-03-17,NVDA,-0.03
2021-03-18,NVDA,-0.16
2021-03-19,NVDA,-0.02
2021-03-20,NVDA,0.01
2021-03-21,NVDA,0.01
2021-03-22,NVDA,-0.14
2021-03-23,NVDA,-0.14
2021-03-24,NVDA,-0.18
2021-03-25,NVDA,0.0
2021-03-26,NVDA,0.05
2021-03-27,NVDA,0.19
2021-03-28,NVDA,0.27
2021-03-29,NVDA,0.19
2021-03-30,NVDA,0.12
2021-03-31,NVDA,0.24
2021-04-01,NVDA,0.38
2021-04-02,NVDA,0.32
2021-04-03,NVDA,0.24
2021-04-04,NVDA,0.27
2021-04-05,NVDA,0.24
2021-04-06,NVDA,0.19
2021-04-07,NVDA,0.17
2021-04-08,NVDA,0.02
2021-04-09,NVDA,0.12
2021-04-10,NVDA,0.0
2021-04-11,NVDA,-0.09
2021-04-12,NVDA,0.05
2021-04-13,NVDA,0.06
2021-04-14,NVDA,0.16
2021-04-15,NVDA,0.26
2021-04-16,NVDA,0.33
2021-04-17,NVDA,0.44
2021-04-18,NVDA,0.32
2021-04-19,NVDA,0.41
2021-04-20,NVDA,0.29
2021-04-21,NVDA,0.15
2021-04-22,NVDA,0.02
2021-04-23,NVDA,0.04
2021-04-24,NVDA,0.01
2021-04-25,NVDA,-0.03
2021-04-26,NVDA,-0.07
2021-04-27,NVDA,-0.0
2021-04-28,NVDA,-0.11
2021-04-29,NVDA,-0.23
2021-04-30,NVDA,-0.09
2021-05-01,NVDA,-0.18
2021-05-02,NVDA,-0.19
2021-05-03,NVDA,-0.1
2021-05-04,NVDA,0.02
2021-05-05,NVDA,0.0
2021-05-06,NVDA,-0.05
2021-05-07,NVDA,-0.02
2021-05-08,NVDA,0.1
2021-05-09,NVDA,0.2
2021-05-10,NVDA,0.15
2021-05-11,NVDA,-0.0
2021-05-12,NVDA,0.14
2021-05-13,NVDA,0.26
2021-05-14,NVDA,0.35
2021-05-15,NVDA,0.5
2021-05-16,NVDA,0.6
2021-05-17,NVDA,0.46
2021-05-18,NVDA,0.52
2021-05-19,NVDA,0.54
2021-05-20,NVDA,0.62
2021-05-21,NVDA,0.69
2021-05-22,NVDA,0.0
2021-05-23,NVDA,0.05
2021-05-24,NVDA,0.2
2021-05-25,NVDA,0.09
2021-05-26,NVDA,0.11
2021-05-27,NVDA,-0.0
2021-05-28,NVDA,-0.03
2021-05-29,NVDA,-0.05
2021-05-30,NVDA,-0.19
2021-05-31,NVDA,-0.23
2021-06-01,NVDA,-0.27
2021-06-02,NVDA,-0.18
2021-06-03,NVDA,-0.21
2021-06-04,NVDA,-0.29
2021-06-05,NVDA,-0.38
2021-06-06,NVDA,-0.39
2021-06-07,NVDA,-0.43
2021-06-08,NVDA,-0.55
2021-06-09,NVDA,0.0
2021-06-10,NVDA,-0.02
2021-06-11,NVDA,0.06
2021-06-12,NVDA,-0.03
2021-06-13,NVDA,-0.11
2021-06-14,NVDA,-0.04
2021-06-15,NVDA,0.0
2021-06-16,NVDA,0.11
2021-06-17,NVDA,0.04
2021-06-18,NVDA,0.11
2021-06-19,NVDA,0.0
2021-06-20,NVDA,-0.0
2021-06-21,NVDA,0.0
2021-06-22,NVDA,-0.12
2021-06-23,NVDA,-0.16
2021-06-24,NVDA,-0.23
2021-06-25,NVDA,-0.11
2021-06-26,NVDA,-0.06
2021-06-27,NVDA,0.04
2021-06-28,NVDA,0.09
2021-06-29,NVDA,0.05
2021-06-30,NVDA,0.0
2021-07-01,NVDA,0.0
2021-07-02,NVDA,0.13
2021-07-03,NVDA,0.16
2021-07-04,NVDA,0.15
2021-07-05,NVDA,0.05
2021-07-06,NVDA,-0.06
2021-07-07,NVDA,-0.0
2021-07-08,NVDA,0.02
2021-07-09,NVDA,0.08
2021-07-10,NVDA,0.19
2021-07-11,NVDA,0.06
2021-07-12,NVDA,0.05
2021-07-13,NVDA,0.04
2021-07-14,NVDA,-0.01
2021-07-15,NVDA,-0.1
2021-07-16,NVDA,0.04
2021-07-17,NVDA,0.06
2021-07-18,NVDA,0.18
2021-07-19,NVDA,0.27
2021-07-20,NVDA,0.34
2021-07-21,NVDA,0.26
2021-07-22,NVDA,0.35
2021-07-23,NVDA,0.0
2021-07-24,NVDA,0.04
2021-07-25,NVDA,0.09
2021-07-26,NVDA,-0.01
2021-07-27,NVDA,-0.06
2021-07-28,NVDA,0.08
2021-07-29,NVDA,0.2
2021-07-30,NVDA,0.24
2021-07-31,NVDA,0.2
2021-08-01,NVDA,0.21
2021-08-02,NVDA,0.16
2021-08-03,NVDA,0.05
2021-08-04,NVDA,0.04
2021-08-05,NVDA,-0.07
2021-08-06,NVDA,-0.13
2021-08-07,NVDA,0.0
2021-08-08,NVDA,0.0
2021-08-09,NVDA,0.13
2021-08-10,NVDA,0.07
2021-08-11,NVDA,-0.03
2021-08-12,NVDA,0.07
2021-08-13,NVDA,0.0
2021-08-14,NVDA,-0.02
2021-08-15,NVDA,0.0
2021-08-16,NVDA,0.0
2021-08-17,NVDA,0.01
2021-08-18,NVDA,0.12
2021-08-19,NVDA,0.0
2021-08-20,NVDA,-0.01
2021-08-21,NVDA,0.12
2021-08-22,NVDA,0.13
2021-08-23,NVDA,0.21
2021-08-24,NVDA,0.11
2021-08-25,NVDA,0.09
2021-08-26,NVDA,0.02
2021-08-27,NVDA,0.03
2021-08-28,NVDA,0.06
2021-08-29,NVDA,0.02
2021-08-30,NVDA,0.05
2021-08-31,NVDA,0.17
2021-09-01,NVDA,0.24
2021-09-02,NVDA,0.14
2021-09-03,NVDA,0.0
2021-09-04,NVDA,-0.09
2021-09-05,NVDA,-0.05
2021-09-06,NVDA,0.02
2021-09-07,NVDA,-0.05
2021-09-08,NVDA,0.03
2021-09-09,NVDA,-0.08
2021-09-10,NVDA,-0.02
2021-09-11,NVDA,-0.07
2021-09-12,NVDA,-0.06
2021-09-13,NVDA,0.07
2021-09-14,NVDA,-0.05
2021-09-15,NVDA,-0.06
2021-09-16,NVDA,0.0
2021-09-17,NVDA,0.0
2021-09-18,NVDA,0.11
2021-09-19,NVDA,0.15
2021-09-20,NVDA,0.26
2021-09-21,NVDA,0.28
2021-09-22,NVDA,0.22
2021-09-23,NVDA,0.11
2021-09-24,NVDA,0.02
2021-09-25,NVDA,0.07
2021-09-26,NVDA,-0.05
2021-09-27,NVDA,-0.05
2021-09-28,NVDA,-0.1
2021-09-29,NVDA,-0.1
2021-09-30,NVDA,0.02
2021-10-01,NVDA,0.05
2021-10-02,NVDA,-0.08
2021-10-03,NVDA,-0.13
2021-10-04,NVDA,0.02
2021-10-05,NVDA,-0.03
2021-10-06,NVDA,0.12
2021-10-07,NVDA,0.0
2021-10-08,NVDA,-0.08
2021-10-09,NVDA,0.03
2021-10-10,NVDA,-0.0
2021-10-11,NVDA,-0.04
2021-10-12,NVDA,-0.12
2021-10-13,NVDA,-0.02
2021-10-14,NVDA,-0.01
2021-10-15,NVDA,0.0
2021-10-16,NVDA,0.08
2021-10-17,NVDA,0.03
2021-10-18,NVDA,-0.09
2021-10-19,NVDA,-0.04
2021-10-20,NVDA,-0.1
2021-10-21,NVDA,-0.13
2021-10-22,NVDA,0.0
2021-10-23,NVDA,0.0
2021-10-24,NVDA,0.02
2021-10-25,NVDA,0.17
2021-10-26,NVDA,0.31
2021-10-27,NVDA,0.43
2021-10-28,NVDA,0.29
2021-10-29,NVDA,0.3
2021-10-30,NVDA,0.24
2021-10-31,NVDA,0.15
2021-11-01,NVDA,0.07
2021-11-02,NVDA,0.03
2021-11-03,NVDA,0.0
2021-11-04,NVDA,0.13
2021-11-05,NVDA,0.27
2021-11-06,NVDA,0.22
2021-11-07,NVDA,0.28
2021-11-08,NVDA,0.28
2021-11-09,NVDA,0.25
2021-11-10,NVDA,0.33
2021-11-11,NVDA,0.24
2021-11-12,NVDA,0.3
2021-11-13,NVDA,0.23
2021-11-14,NVDA,0.21
2021-11-15,NVDA,0.12
2021-11-16,NVDA,0.0
2021-11-17,NVDA,0.08
2021-11-18,NVDA,-0.01
2021-11-19,NVDA,-0.07
2021-11-20,NVDA,0.0
2021-11-21,NVDA,0.13
2021-11-22,NVDA,0.18
2021-11-23,NVDA,0.29
2021-11-24,NVDA,0.28
2021-11-25,NVDA,0.37
2021-11-26,NVDA,0.0
2021-11-27,NVDA,0.07
2021-11-28,NVDA,0.2
2021-11-29,NVDA,0.16
2021-11-30,NVDA,0.24
2021-12-01,NVDA,0.11
2021-12-02,NVDA,-0.0
2021-12-03,NVDA,0.0
2021-12-04,NVDA,0.11
2021-12-05,NVDA,0.24
2021-12-06,NVDA,0.37
2021-12-07,NVDA,0.36
2021-12-08,NVDA,0.0
2021-12-09,NVDA,-0.05
2021-12-10,NVDA,-0.05
2021-12-11,NVDA,-0.1
2021-12-12,NVDA,-0.19
2021-12-13,NVDA,-0.16
2021-12-14,NVDA,0.0
2021-12-15,NVDA,0.05
2021-12-16,NVDA,0.09
2021-12-17,NVDA,0.0
2021-12-18,NVDA,0.06
2021-12-19,NVDA,0.15
2021-12-20,NVDA,0.14
2021-12-21,NVDA,0.16
2021-12-22,NVDA,0.13
2021-12-23,NVDA,0.08
2021-12-24,NVDA,0.17
2021-12-25,NVDA,0.07
2021-12-26,NVDA,0.03
2021-12-27,NVDA,0.08
2021-12-28,NVDA,-0.06
2021-12-29,NVDA,0.02
2021-12-30,NVDA,0.05
2021-12-31,NVDA,0.1
2022-01-01,NVDA,0.19
2022-01-02,NVDA,0.0
2022-01-03,NVDA,-0.01
2022-01-04,NVDA,0.12
2022-01-05,NVDA,0.02
2022-01-06,NVDA,0.03
2022-01-07,NVDA,0.07
2022-01-08,NVDA,0.11
2022-01-09,NVDA,0.17
2022-01-10,NVDA,0.17
2022-01-11,NVDA,0.25
2022-01-12,NVDA,0.2
2022-01-13,NVDA,0.12
2022-01-14,NVDA,-0.01
2022-01-15,NVDA,-0.15
2022-01-16,NVDA,-0.12
2022-01-17,NVDA,0.03
2022-01-18,NVDA,0.14
2022-01-19,NVDA,0.27
2022-01-20,NVDA,0.34
2022-01-21,NVDA,0.29
2022-01-22,NVDA,0.15
2022-01-23,NVDA,0.0
2022-01-24,NVDA,-0.13
2022-01-25,NVDA,-0.06
2022-01-26,NVDA,-0.02
2022-01-27,NVDA,-0.11
2022-01-28,NVDA,-0.24
2022-01-29,NVDA,-0.33
2022-01-30,NVDA,-0.36
2022-01-31,NVDA,0.0
2022-02-01,NVDA,0.09
2022-02-02,NVDA,0.18
2022-02-03,NVDA,0.06
2022-02-04,NVDA,-0.07
2022-02-05,NVDA,-0.12
2022-02-06,NVDA,-0.12
2022-02-07,NVDA,0.01
2022-02-08,NVDA,0.0
2022-02-09,NVDA,0.09
2022-02-10,NVDA,0.24
2022-02-11,NVDA,0.11
2022-02-12,NVDA,0.15
2022-02-13,NVDA,0.14
2022-02-14,NVDA,0.23
2022-02-15,NVDA,0.15
2022-02-16,NVDA,0.08
2022-02-17,NVDA,0.12
2022-02-18,NVDA,0.24
2022-02-19,NVDA,0.2
2022-02-20,NVDA,0.28
2022-02-21,NVDA,0.31
2022-02-22,NVDA,0.0
2022-02-23,NVDA,-0.03
2022-02-24,NVDA,-0.06
2022-02-25,NVDA,0.05
2022-02-26,NVDA,0.0
2022-02-27,NVDA,0.08
2022-02-28,NVDA,0.0
2022-03-01,NVDA,-0.01
2022-03-02,NVDA,-0.13
2022-03-03,NVDA,-0.23
2022-03-04,NVDA,-0.35
2022-03-05,NVDA,-0.28
2022-03-06,NVDA,-0.43
2022-03-07,NVDA,-0.53
2022-03-08,NVDA,-0.68
2022-03-09,NVDA,-0.62
2022-03-10,NVDA,-0.64
2022-03-11,NVDA,-0.65
2022-03-12,NVDA,-0.76
2022-03-13,NVDA,-0.83
2022-03-14,NVDA,-0.93
2022-03-15,NVDA,-0.89
2022-03-16,NVDA,-0.97
2022-03-17,NVDA,-1.0
2022-03-18,NVDA,0.0
2022-03-19,NVDA,-0.07
2022-03-20,NVDA,0.0
2022-03-21,NVDA,-0.01
2022-03-22,NVDA,-0.15
2022-03-23,NVDA,-0.05
2022-03-24,NVDA,-0.03
2022-03-25,NVDA,-0.03
2022-03-26,NVDA,-0.13
2022-03-27,NVDA,-0.04
2022-03-28,NVDA,-0.15
2022-03-29,NVDA,-0.22
2022-03-30,NVDA,-0.31
2022-03-31,NVDA,0.0
2022-04-01,NVDA,0.08
2022-04-02,NVDA,0.03
2022-04-03,NVDA,0.17
2022-04-04,NVDA,0.03
2022-04-05,NVDA,0.0
2022-04-06,NVDA,-0.14
2022-04-07,NVDA,-0.15
2022-04-08,NVDA,-0.3
2022-04-09,NVDA,0.0
2022-04-10,NVDA,-0.06
2022-04-11,NVDA,-0.04
2022-04-12,NVDA,0.03
2022-04-13,NVDA,0.14
2022-04-14,NVDA,0.11
2022-04-15,NVDA,0.14
2022-04-16,NVDA,0.23
2022-04-17,NVDA,0.12
2022-04-18,NVDA,0.11
2022-04-19,NVDA,0.18
2022-04-20,NVDA,0.23
2022-04-21,NVDA,0.32
2022-04-22,NVDA,0.38
2022-04-23,NVDA,0.29
2022-04-24,NVDA,0.14
2022-04-25,NVDA,0.25
2022-04-26,NVDA,0.15
2022-04-27,NVDA,0.0
2022-04-28,NVDA,0.1
2022-04-29,NVDA,0.25
2022-04-30,NVDA,0.0
2022-05-01,NVDA,-0.09
2022-05-02,NVDA,0.03
2022-05-03,NVDA,-0.11
2022-05-04,NVDA,-0.06
2022-05-05,NVDA,0.04
2022-05-06,NVDA,0.13
2022-05-07,NVDA,0.0
2022-05-08,NVDA,-0.03
2022-05-09,NVDA,0.08
2022-05-10,NVDA,0.15
2022-05-11,NVDA,0.11
2022-05-12,NVDA,0.0
2022-05-13,NVDA,-0.1
2022-05-14,NVDA,-0.2
2022-05-15,NVDA,-0.32
2022-05-16,NVDA,-0.3
2022-05-17,NVDA,-0.32
2022-05-18,NVDA,0.0
2022-05-19,NVDA,-0.06
2022-05-20,NVDA,-0.1
2022-05-21,NVDA,-0.23
2022-05-22,NVDA,-0.22
2022-05-23,NVDA,-0.28
2022-05-24,NVDA,-0.28
2022-05-25,NVDA,-0.17
2022-05-26,NVDA,-0.25
2022-05-27,NVDA,-0.34
2022-05-28,NVDA,-0.46
2022-05-29,NVDA,0.0
2022-05-30,NVDA,0.03
2022-05-31,NVDA,0.0
2022-06-01,NVDA,-0.03
2022-06-02,NVDA,-0.13
2022-06-03,NVDA,-0.28
2022-06-04,NVDA,-0.26
2022-06-05,NVDA,-0.38
2022-06-06,NVDA,0.0
2022-06-07,NVDA,0.13
2022-06-08,NVDA,0.23
2022-06-09,NVDA,0.37
2022-06-10,NVDA,0.37
2022-06-11,NVDA,0.0
2022-06-12,NVDA,0.0
2022-06-13,NVDA,0.0
2022-06-14,NVDA,-0.08
2022-06-15,NVDA,-0.16
2022-06-16,NVDA,-0.27
2022-06-17,NVDA,-0.32
2022-06-18,NVDA,-0.33
2022-06-19,NVDA,-0.23
2022-06-20,NVDA,-0.22
2022-06-21,NVDA,-0.36
2022-06-22,NVDA,-0.49
2022-06-23,NVDA,-0.46
2022-06-24,NVDA,-0.32
2022-06-25,NVDA,-0.33
2022-06-26,NVDA,-0.47
2022-06-27,NVDA,-0.6
2022-06-28,NVDA,-0.57
2022-06-29,NVDA,-0.57
2022-06-30,NVDA,-0.49
2022-07-01,NVDA,-0.53
2022-07-02,NVDA,-0.54
2022-07-03,NVDA,-0.41
2022-07-04,NVDA,-0.5
2022-07-05,NVDA,-0.64
2022-07-06,NVDA,-0.55
2022-07-07,NVDA,-0.62
2022-07-08,NVDA,-0.74
2022-07-09,NVDA,-0.67
2022-07-10,NVDA,-0.77
2022-07-11,NVDA,-0.89
2022-07-12,NVDA,-0.97
2022-07-13,NVDA,-0.93
2022-07-14,NVDA,-1.0
2022-07-15,NVDA,-1.0
2022-07-16,NVDA,-0.89
2022-07-17,NVDA,-0.81
2022-07-18,NVDA,-0.78
2022-07-19,NVDA,-0.92
2022-07-20,NVDA,-0.89
2022-07-21,NVDA,-0.91
2022-07-22,NVDA,-0.76
2022-07-23,NVDA,0.0
2022-07-24,NVDA,-0.08
2022-07-25,NVDA,-0.04
2022-07-26,NVDA,-0.07
2022-07-27,NVDA,-0.19
2022-07-28,NVDA,-0.14
2022-07-29,NVDA,-0.13
2022-07-30,NVDA,-0.03
2022-07-31,NVDA,-0.13
2022-08-01,NVDA,-0.09
2022-08-02,NVDA,-0.04
2022-08-03,NVDA,-0.04
2022-08-04,NVDA,0.0
2022-08-05,NVDA,-0.14
2022-08-06,NVDA,-0.02
2022-08-07,NVDA,-0.05
2022-08-08,NVDA,-0.06
2022-08-09,NVDA,0.02
2022-08-10,NVDA,0.1
2022-08-11,NVDA,-0.03
2022-08-12,NVDA,-0.03
2022-08-13,NVDA,-0.07
2022-08-14,NVDA,-0.12
2022-08-15,NVDA,-0.03
2022-08-16,NVDA,-0.16
2022-08-17,NVDA,-0.09
2022-08-18,NVDA,-0.14
2022-08-19,NVDA,0.0
2022-08-20,NVDA,-0.08
2022-08-21,NVDA,0.0
2022-08-22,NVDA,0.07
2022-08-23,NVDA,-0.06
2022-08-24,NVDA,-0.21
2022-08-25,NVDA,0.0
2022-08-26,NVDA,0.13
2022-08-27,NVDA,0.02
2022-08-28,NVDA,0.0
2022-08-29,NVDA,0.07
2022-08-30,NVDA,0.12
2022-08-31,NVDA,0.01
2022-09-01,NVDA,-0.11
2022-09-02,NVDA,0.01
2022-09-03,NVDA,0.13
2022-09-04,NVDA,0.28
2022-09-05,NVDA,0.0
2022-09-06,NVDA,0.03
2022-09-07,NVDA,0.05
2022-09-08,NVDA,0.02
2022-09-09,NVDA,-0.12
2022-09-10,NVDA,-0.26
2022-09-11,NVDA,-0.39
2022-09-12,NVDA,-0.35
2022-09-13,NVDA,-0.4
2022-09-14,NVDA,0.0
2022-09-15,NVDA,-0.09
2022-09-16,NVDA,0.0
2022-09-17,NVDA,-0.04
2022-09-18,NVDA,-0.14
2022-09-19,NVDA,-0.15
2022-09-20,NVDA,-0.13
2022-09-21,NVDA,-0.05
2022-09-22,NVDA,0.0
2022-09-23,NVDA,0.05
2022-09-24,NVDA,0.19
2022-09-25,NVDA,0.23
2022-09-26,NVDA,0.32
2022-09-27,NVDA,0.0
